Question_ID,Question,Best_Match_Score,Source_PDF,Page_Num,Extracted_Text
35,"Consider the following statements: Statement I: In India, income from allied agricultural activities like poultry farming and wool rearing in rural areas is exempted from any tax. Statement II: In India, rural agricultural land is not considered a capital asset under the provisions of the Income-tax Act, 1961.",0.6383574604988098,August 2024 Monthly Current Affairs Magazine.pdf,48,"India • Contribution to GDP: Contribution to total Livestock GVA (at constant prices) was 30.19% of Agricultural and Allied Sector GVA and 5.73% of Total GVA in 2021-22. • Employment Generation: Livestock rearing is a major source of livelihood for over 70% of rural households in India, with a significant proportion being small and marginal farmers and landless laborers. • Interlinkages with Agri-activities: Livestock sector is crucial for production of organic inputs like manure and agricultural waste is used as fodder for animals. • Food and Nutritional Security: Livestock products such as milk, meat, and eggs are rich in essential nutrients, playing a crucial role in combating malnutrition, especially among children and women. o India is ranked 1st in milk production contributing 23%"
36,"Consider the following statements: 1. India has joined the Minerals Security Partnership as a member. II. India is a resource-rich country in all the 30 critical minerals that it has identified. III. The Parliament in 2023 has amended the Mines and Minerals (Development and Regulation) Act, 1957...",3.214024782180786,September 2024 Monthly Current Affairs Magazine.pdf,59,"56 ©Vision IAS 3.8. MINERALS SECURITY PARTNERSHIP FINANCE NETWORK Why in the News? Recently, India joined the US-led Minerals Security Partnership (MSP) Finance Network to secure sustainable supply chains for critical minerals. More on the News • India’s participation in MSP Finance Network is part of its broader effort to diversify and secure its supply of critical minerals. • It also aims to reduce dependency on China, which currently dominates global critical mineral supply chains. What is MSP Finance Network? • An initiative of the Minerals Security Partnership, it is a joint financing body designed to fund critical minerals projects across the globe. • Objectives: To unite institutions from the Indo-Pacific region and Europe to strengthen cooperation, promote information exchange and"
37,"Consider the following statements: Statement I: As regards returns from an investment in a company, generally, bondholders are considered to be relatively at lower risk than stockholders. Statement II: Bondholders are lenders to a company whereas stockholders are its owners. Statement III: For repayment purpose, bondholders are prioritized over stockholders...",-0.5179225206375122,April 2025 Monthly Current Affairs Magazine (1).pdf,73,long term capital: They are cost-competitive with other bonds and can provide capital at a lower cost than commercial bank loans. • Broaden investor base: As existing traditional financing sources such as domestic bank loans are not sufficient to support capacity addition.
38,Consider the following statements: 1. India accounts for a very large portion of all equity option contracts traded globally thus exhibiting a great boom. II. India's stock market has grown rapidly in the recent past even overtaking Hong Kong's... III. There is no regulatory body either to warn the small investors...,-3.532176971435547,January 2025 Monthly Current Affairs Magazine.pdf,60,"led by the EM3 nations (China, India, and Brazil), have significantly increased their share in the global economy from 2000 to 2025. • India's Growth Leadership: India remains the fastest-growing economy, with projected 6.7% annual growth through FY26–FY27, slightly below the 7% achieved in 2022. Factors reflecting robustness of Indian Economy • Strong Sectoral Performance: o Services: The services sector is set for sustained expansion, with rising service exports boosting trade integration in South Asia since 2000."
39,Consider the following statements: Statement I: Circular economy reduces the emissions of greenhouse gases. Statement II: Circular economy reduces the use of raw materials as inputs. Statement III: Circular economy reduces wastage in the production process.,1.737931251525879,May 2024 Monthly Current Affairs Magazine.pdf,112,"like empathy; openness and communication; physical and mental well-being; inclusiveness; integrity; etc. Environment • Environmental accounting: Accounting environmental and ecological damages within the cost of doing business. o Example In 2012, SEBI issued guidance note on Environment, Social and Governance (ESG) disclosures for companies listed on Indian Stock Exchanges to disclose ESG performance in annual reports. • Reducing pollution: For example, the carbon action initiative focuses on companies determined by the industry sector to be at a high level of greenhouse gas emissions. • Adopting circular economic model: ITC has adopted this model to reduce its environmental footprint while also achieving greater efficiency and cost savings. • Minimising consumerism: According to the"
40,Consider the following statements: 1. Capital receipts create a liability or cause a reduction in the assets of the Government. II. Borrowings and disinvestment are capital receipts. III. Interest received on loans creates a liability of the Government.,-1.9758117198944092,April 2025 Monthly Current Affairs Magazine (1).pdf,49,"from sources outside the country, by both the Central Government and Corporations (External Commercial Borrowings)."
41,Consider the following countries: I. Austria II. Bulgaria III. Croatia IV. Serbia V. Sweden VI. North Macedonia. How many of the above are members of the North Atlantic Treaty Organization?,-7.447361946105957,January 2025 Monthly Current Affairs Magazine.pdf,27,"supplies and treatments and sets guidelines for hundreds of health conditions, including mental health and cancer. • Membership: 194 member states grouped into 6 regions (Africa, Americas, Eastern Mediterranean, Europe, SouthEast Asia, and Western Pacific). o All countries which are Members of the United Nations may become members of WHO by accepting its Constitution. o Other countries may be admitted as members when their application has been approved by a simple majority vote of the World Health Assembly. • Funding: Highest Funding (2020-23) came from the US, Bill & Mellinda Gates Foundation, UK and Germany. Two main sources of funding: o Assessed contributions (AC): Member States pay their AC, which are a percentage of a country’s gross domestic product (Agreed by the United Nations"
42,Consider the following countries: 1. Bolivia II. Brazil III. Colombia IV. Ecuador V. Paraguay VI. Venezuela. Andes mountains pass through how many of the above countries?,-4.81589412689209,July 2024 Monthly Current Affairs Magazine.pdf,37,"Bangladesh, Sri Lanka etc. o India is one of the founding members. • Thematic priority areas are: Skills and Qualification Recognition Processes; Fostering Ethical Recruitment Practices, etc. • UN’s International Organization for Migration provides technical and administrative support to the Colombo Process. 2.8.4. MERCOSUR Bolivia became a full member of MERCOSUR. About MERCOSUR • It is Southern Common Market (MERCOSUR for its Spanish initials) in latin america. • It was established by Argentina, Brazil, Paraguay and Uruguay in 1991, and subsequently joined by Venezuela and Bolivia. o Venezuela has been suspended since December 1, 2016. • Objective: facilitating the free movement of goods, services, capital and people among the four member countries. • India has a Preferential Trade"
43,Consider the following water bodies: 1. Lake Tanganyika II. Lake Tonlé Sap III. Patos Lagoon. Through how many of them does the equator pass?,-10.176706314086914,November 2024 Monthly Current Affairs Magazine.pdf,90,"as bombogenesis, it describes a mid-latitude cyclone (low pressure region) that rapidly intensifies over a 24-hour period. o Witness a drop in their central air pressure to at least 24 millibars in 24 hours. • Majority of these occur over the ocean and can be tropical or non-tropical in nature. • Usually coupled with weather events, ranging from blizzards to severe thunderstorms to heavy precipitation. 5.9.14. LAKE KARIBA A drought has drained Lake Kariba close to record lows, causing power shortage in the region. About Lake Kariba • It is the world’s largest artificial lake and reservoir by volume. • Kariba lake is located in Central Africa in the Zambezi River basin between Zambia and Zimbabwe."
44,"Consider the following statements about Government of India constituted the National Turmeric Board: 1. India is the largest producer and exporter of turmeric in the world. II. More than 30 varieties of turmeric are grown in India. III. Maharashtra, Telangana, Karnataka and Tamil Nadu are major turmeric producing States in India.",3.5123233795166016,January 2025 Monthly Current Affairs Magazine.pdf,89,"(NTB). About the NTB • Aim: To provide leadership on turmeric related matters, augment the efforts, and facilitate greater coordination with Spices Board and other Government agencies in development and growth of the turmeric sector. • Headquarters: Nizamabad, Telangana • Ministry: Ministry of Commerce & Industry • Composition: o Chairperson to be appointed by the Central Government o Members from the Ministry of AYUSH, Departments of Pharmaceuticals, Agriculture & Farmers Welfare, Commerce & Industry of the Union Government o Senior State Government representatives from three states (on rotation basis), o Select national/state institutions involved in research o Representatives of turmeric farmers and exporters o A Secretary to be appointed by the Department of Commerce. About Turmeric •"
45,Which of the following are the evidences of the phenomenon of continental drift? 1. The belt of ancient rocks from Brazil coast matches with those from Western Africa. II. The gold deposits of Ghana are derived from the Brazil plateau... III. The Gondwana system of sediments from India is known to have its counterparts...,-7.686352729797363,September 2024 Monthly Current Affairs Magazine.pdf,134,to left in one line & then left to right in next line. o However it has been not deciphered yet. Significance of Discovery of Harappa Civilization Provides earliest evidence of settled life in South Asia. Advanced urban planning influenced later urban development concepts. Provides earliest evidence of extensive trade networks & cultural exchanges in ancient world. Addressing Climate change Mitigation as it is believed IVC declined due to environmental changes.
46,Consider the following statements: Statement I: The amount of dust particles in the atmosphere is more in subtropical and temperate areas than in equatorial and polar regions. Statement II: Subtropical and temperate areas have less dry winds.,-3.0689125061035156,June 2024 Monthly Current Affairs Magazine.pdf,110,"or cooling effect on Earth depends on their shape, location, altitude, water content, and particle size. • Aerosols: These are tiny particles such as dust and pollutants suspended in atmosphere. o Directly they reflect and absorb solar radiation and trap outgoing radiation. o And, indirectly they act as nuclei for cloud formation, which has a more substantial impact on the climate. o Human activities like industrialization, agriculture, etc. significantly alter atmospheric aerosol concentrations, impacting regional climate patterns. 7.5.8. SYMBIOTIC SYSTEM NASA’s Hubble Space Telescope observed the symbiotic system HM Sagittae (HM Sge) in Milky Way Galaxy. About Symbiotic System: • It is a type of binary star system that consists of a white dwarf and a red giant. o White dwarf is what"
47,"Consider the following statements: Statement I: In January, in the Northern Hemisphere, the isotherms bend equatorward while crossing the landmasses, and poleward while crossing the oceans. Statement II: In January, the air over the oceans is warmer than that over the landmasses in the Northern Hemisphere.",-6.408549785614014,January 2025 Monthly Current Affairs Magazine.pdf,101,"livestock mortality etc. 5.6.27. POLAR VORTEX The ongoing extreme cold spell in USA & Canada is attributed to arctic blast due to southward expansion of the polar vortex. What is Polar Vortex? • Definition: It is a large area of low-pressure and cold air that swirls like a wheel (counter-clockwise) around both of the Earth’s poles. • Types: o Tropospheric Polar Vortex: It forms in the lowest atmospheric layer, o 10-15 km. o Stratospheric Polar Vortex: It forms at around 15 km to 50 km high."
48,"Consider the following statements: Statement I: In the context of effect of water on rocks, chalk is known as a very permeable rock whereas clay is known as quite an impermeable or least permeable rock. Statement II: Chalk is porous and hence can absorb water. Statement III: Clay is not at all porous.",-3.6060047149658203,January 2025 Monthly Current Affairs Magazine.pdf,96,"93 ©Vision IAS About M - Sand • About: It is produced by crushing rocks or quarry stones, serving as a substitute for river sand in concrete construction. • Advantages: o Better Workability: It does not contain organic and soluble compounds that affect the setting time and properties of cement. o Higher Strength: It does not have the presence of impurities such as clay, dust and silt coating. o Eco-Friendly: Prevents dredging of river beds leading to environmental disaster like ground water depletion, water scarcity, etc. 5.6.13. GLOBAL WATER MONITOR 2024 REPORT Global Water Monitor Consortium released ‘Global Water Monitor 2024 Summary Report’. • The report summarises the state of global water cycle, identify key trends and analyses major hydrological events. Water Cycle • Water cycle is"
49,"Consider the following statements: 1. Without the atmosphere, temperature would be well below freezing point everywhere on the Earth's surface. II. Heat absorbed and trapped by the atmosphere maintains our planet's average temperature. III. Atmosphere's gases, like carbon dioxide, are particularly good at absorbing and trapping radiation.",-4.478599548339844,June 2024 Monthly Current Affairs Magazine.pdf,87,"85 ©Vision IAS • Factors responsible for the disturbance of heat budget are Green House Gases emissions, reduction in thickness of the ozone layer, melting of glaciers etc. Impact of imbalance of Heat budget • Heat gets accumulated in Earth’s components like the atmosphere, land, etc which is fuelling global warming. • Melting of ice causes a decrease in Earth’s white surface area, leading to less solar energy to be reflected (lower albedo). o Albedo is the reflectivity of solar radiation from a surface. • Ocean absorbs excessive heat affecting the Oceanic Circulation like Atlantic Meridional Overturning Circulation. 5.6.12. SUSTAINABLE DEVELOPMENT REPORT 2024 UN Sustainable Development Solutions Network (SDSN) released Sustainable Development Report 2024 Published by SDSN since 2016,"
50,"Consider the following statements about the Rashtriya Gokul Mission: 1. It is important for the upliftment of rural poor, as majority of low producing indigenous animals are with small and marginal farmers... II. It was initiated to promote indigenous cattle and buffalo rearing and conservation...",3.0888946056365967,March 2025 Monthly Current Affairs Magazine (1).pdf,118,"116 ©Vision IAS 10. SCHEMES IN NEWS 10.1. RASHTRIYA GOKUL MISSION Why in the news? The Union Cabinet, has approved the Revised Rashtriya Gokul Mission (RGM) to boost growth in livestock sector, with an additional outlay of Rs.1000 crore during 15th Finance Commission cycle from 2021-22 to 2025-26. Objectives Features • Increase bovine productivity and milk production sustainably using advanced technologies. • Genetic Improvement by Promoting the use of high genetic merit bulls for breeding. • Expansion of Artificial Insemination (AI) coverage by strengthening the breeding network. Ensure doorstep delivery of AI services to farmers. • Indigenous Breed Promotion by encouraging rearing and conservation of indigenous cattle and buffaloes using scientific and holistic approaches. About RGM •"
51,"Consider the following statements: 1. Panchayats at the intermediate level exist in all States. II. To be eligible to be a Member of a Panchayat at the intermediate level, a person should attain the age of thirty years. III. The Chief Minister of a State constitutes a commission to review the financial position...",-0.24954518675804138,February 2025 Monthly Current Affairs Magazine.pdf,10,"civic duties, supervisory nature of intermediate and district Panchayats, parastatal bodies. o Parastatal Bodies are set up by specific Acts of Parliament and managed by Boards of Directors appointed by government. • Finances: Inadequate financial resources, heavy reliance on grants from centre/state government, and irregular constitution of State Finance Commission, impede the functioning of PRIs. o Around 95 % of their revenues come from grants by higher levels of government. • Functionaries: Lack of support staff and personnel such as secretary, shortage of technical and administrative staff, etc. leads to overburdening, and hampers efficient governance and service delivery at grassroots level. o As per survey, one Panchayat Secretary manages on an average 17 Gram Panchayats in a"
52,"Consider the following statements in respect of BIMSTEC: I. It is a regional organization consisting of seven member States till January 2025. II. It came into existence with the signing of the Dhaka Declaration, 1999. III. Bangladesh, India, Sri Lanka, Thailand and Nepal are founding member States... IV. In BIMSTEC, the subsector of 'tourism' is being led by India.",3.2100090980529785,April 2025 Monthly Current Affairs Magazine (1).pdf,34,"and Crime (UNODC): To institutionalize partnership in shared priority areas. • Adoption of Rules of Procedure for the BIMSTEC Mechanisms About BIMSTEC • Genesis: It is a regional organization established in 1997 with signing of the Bangkok Declaration. o It was originally formed with 4 Members (Bangladesh, India, Sri Lanka & Thailand) with the acronym ‘BIST-EC’. • Secretariat: Dhaka, Bangladesh • Member States (7): Bangladesh, Bhutan, India, Myanmar, Nepal, Sri Lanka, and Thailand. • BIMSTEC Charter: Foundational document that outlines the goals, principles, and structure of the BIMSTEC. It was finalized in the 5th Summit (2022) in Sri Lanka. o Charter confers legal personality on the grouping and paves the way for external partnerships and admission of observers and new members. •"
53,Who amongst the following are members of the Jury to select the recipient of 'Gandhi Peace Prize'? 1. The President of India II. The Prime Minister of India III. The Chief Justice of India IV. The Leader of Opposition in the Lok Sabha,1.776655673980713,December 2024 Monthly Current Affairs Magazine.pdf,118,"service, and making khadi spinning mandatory. 8.2.3. INDIRA GANDHI PRIZE Former Chile President, Michelle Bachelet is to be conferred the Indira Gandhi Prize for Peace, Disarmament and Development, 2024. • She would be awarded for her work to improve gender equality, human rights and democracy. About Indira Gandhi Prize • Awarded annually to a person or organization in recognition of creative efforts towards promoting international peace and disarmament, etc. • It consists of an award of Rs.10 million and a trophy with a citation. • Scrutiny of proposals and final selection is made by a jury of 5 to 9 eminent persons, named by the Chairperson of the Indira Gandhi Memorial Trust."
54,GPS-Aided Geo Augmented Navigation (GAGAN) uses a system of ground stations to provide necessary augmentation. Which of the following statements is/are correct in respect of GAGAN? I. It is designed to provide additional accuracy and integrity. II. It will allow more uniform and high quality air traffic management. III. It will provide benefits only in aviation...,-4.575153350830078,November 2024 Monthly Current Affairs Magazine.pdf,108,"105 ©Vision IAS o BSNL uses Viasat’s Geostationary L-band satellites positioned 36,000 kilometers above which bypasses ground-based cell towers, making it ideal for remote coverage. Significance • Reliable connectivity: Uninterrupted internet connectivity, regardless of weather conditions. • High-speed internet and wider coverage even in the remotest areas where cellular or Wi-Fi networks are unavailable. • Support UPI payments: Empower people in rural or underserved regions to make digital transactions • Emergency calls and SOS messaging: Communication in emergency situations where cellular or Wi-Fi networks are unavailable (useful for adventurers, travellers etc) Challenges • Latency: Ensuring minimal delay for real-time applications like voice calls and video streaming. • Regulatory"
55,"Consider the following statements regarding AI Action Summit held in Grand Palais, Paris in February 2025: I. Co-chaired with India, the event builds on the advances made at the Bletchley Park Summit... II. Along with other countries US and UK also signed the declaration on inclusive and sustainable AI.",3.625808000564575,February 2025 Monthly Current Affairs Magazine.pdf,25,"Conclusion The India-US Civil Nuclear Agreement holds transformative potential for energy collaboration, but resolving liability challenges is essential to unlock technological partnerships and attract critical foreign investments. 2.5. INDIA-FRANCE RELATIONSHIP Why in the News? India and France co-chaired Artificial Intelligence (AI) Action Summit held in France. More on the news • The AI Action Summit, organized by France in Paris, with UNESCO as a key participant, aimed to ensure that the development and deployment of AI benefits societies, economies, and the environment, in the interest of the common good. • The Summit witnessed participation from Heads of State/Government, Heads of International Organizations, and business leaders from the field. • France supported India as the host"
56,Consider the following pairs: I. International Year of the Woman Farmer: 2026 II. International Year of Sustainable and Resilient Tourism: 2027 III. International Year of Peace and Trust: 2025 IV. International Year of Asteroid Awareness and Planetary Defence: 2029,-3.985391616821289,March 2025 Monthly Current Affairs Magazine (1).pdf,84,"the efforts of United Nations Commission on the Status of Women (established in 1946 to monitor the situation of women and promote women's rights.). • UN Women: Created in 2010 by the United Nations General Assembly as an entity dedicated to gender equality and the empowerment of women. • International Women's Day: Celebrated globally on 8th March recognizing achievements of women across national, ethnic, linguistic, cultural, economic or political boundaries. o The theme for 2025 is “For ALL Women and Girls: Rights. Equality. Empowerment.”"
57,Consider the following statements with regard to BRICS: I. 16th BRICS Summit was held under the Chairship of Russia in Kazan. II. Indonesia has become a full member of BRICS. III. The theme of the 16th BRICS Summit was Strengthening Multiculturalism for Just Global Development and Security.,4.629075050354004,October 2024 Monthly Current Affairs Magazine.pdf,25,"nations. • Boost connectivity: Complete key connectivity projects (e.g., India-Myanmar-Thailand Trilateral Highway) and explore its extension to other ASEAN countries enhancing trade and cultural ties. 2.5. BRICS Why in the News? 16h BRICS Summit, and the First Summit with expanded BRICS membership was held in Kazan (Russia). About the Summit • Adoption of Kazan Declaration: “Kazan Declaration: Strengthening Multilateralism for Just Global Development and Security” was adopted. • Extend full support to Brazil for its BRICS Chairship in 2025 and the holding of the 17th BRICS Summit in Brazil. About BRICS • Genesis: British economist Jim O’ Neill in 2001 coined acronym ‘BRICs’ representing the emerging economies of Brazil, Russia, India, and China."
58,"Consider the following statements about Lokpal: I. The power of Lokpal applies to public servants of India, but not to the Indian public servants posted outside India. II. The Chairperson or a Member shall not be a Member of the Parliament... III. The Chairperson or a Member shall not be a person of less than forty-five years of age... IV. Lokpal cannot inquire into the allegations of corruption against a sitting Prime Minister...",1.2882537841796875,January 2025 Monthly Current Affairs Magazine.pdf,14,"11 ©Vision IAS o Additionally there are no criteria to decide who is an ‘eminent jurist’ which manipulates the method of the appointment of Lokpal. • Inclusion of PM under jurisdiction of Lokpal: Any enquiry into a Prime Minister's official conduct by any authority other than the Parliament could severely undermine their capacity to lead the government. • Other Lacunae in the act: o Lack of constitutional backing for the offices. o Delays due to sufficient information from the government departments, and State investigating agencies. o Complaint against corruption cannot be registered after a period of 7 years. o Judiciary has been kept out of the purview of the lokpal. o Lack of clear provisions regarding appointment of Lokayukta. Way Forward • 2nd ARC recommendations o PM should be kept"
59,"Consider the following statements in respect of the first Kho Kho World Cup: I. The event was held in Delhi, India. II. Indian men beat Nepal with a score of 78-40 in the final... III. Indian women beat Nepal with a score of 54-36 in the final...",-3.5084075927734375,July 2024 Monthly Current Affairs Magazine.pdf,92,"silver and a potential gold medal. o Similarly, Antim Phangal lost her bout due to exhaustion after starving for 48 hours to lose weight. • Other Challenges: Lack of awareness about sports opportunities and government supports, shortage of coaching staff, gender disparities, inadequate attract private sector support, etc. Initiatives to promote sports ecosystem in India • Budgetary support: Budgetary allocation for the Union Ministry of Youth Affairs and Sports has nearly doubled from 2014-15 to 2023-24. • Khelo India program: For identification and development of athletes at the grassroots and elite levels."
60,"Consider the following statements: I. In the finals of the 45th Chess Olympiad held in 2024, Gukesh Dommaraju became the world's youngest winner after defeating the Russian player Jan Nepomniachtchi. II. Abhimanyu Mishra, an American chess player, holds the record of becoming world's youngest ever Grandmaster.",-2.0140457153320312,September 2024 Monthly Current Affairs Magazine.pdf,138,"Bhawan, New Delhi. About Anubhav Awards • Given by: Department of Pension & Pensioners' Welfare • Based on: Anubhav Write ups,i.e, sharing of experiences by retiring central government employees/pensioners on Anubhav Portal. • Aim: to foster good governance and administrative reforms in future on the basis of the experience shared by retiring employees. 8.3.4. FIDE CHESS OLYMPIAD Recently, Indian contingent won Gold in both open and women’s category at the 45th International Chess Federation (FIDE) Olympiad. About 45th FIDE Chess Olympiad • Organised in: Budapest, Hungary. o 44th Chess Olympiad took place for the first time in India (Chennai). • Trophy for the winning team in the open section is the Hamilton-Russell Cup. • Trophy for the winning team in the women’s section is the Vera"
61,"Consider the following statements: Statement I: Some rare earth elements are used in the manufacture of flat television, screens and computer monitors. Statement II: Some rare earth elements have phosphorescent properties.",-0.25148406624794006,April 2025 Monthly Current Affairs Magazine (1).pdf,27,"found in abundance in the Earth’s crust. o However, they’re rarely found in concentrations that are economically viable for mining. • They were named “rare-earth elements” because most were identified during the 18th and 19th centuries as “earths Elements” and, in comparison to other “earths Elements,” such as lime or magnesia, they were relatively rare. o Earth’s Elements are defined as materials that cannot be changed further by heat. • Rare Earth Elements (RREs): As per the International Union of Pure and Applied Chemistry (IUPAC) in 2005, are a group of 17 elements. o These elements share similar properties such as high density and high conductivity. o cerium (Ce), dysprosium (Dy), erbium (Er), europium (Eu), gadolinium (Gd), holmium (Ho), lanthanum (La), lutetium (Lu), neodymium"
62,Consider the following statements: 1. Indian Railways have prepared a National Rail Plan (NRP) to create a future ready railway system by 2028. II. 'Kavach' an Automatic Train Protection system developed in collaboration with Germany. III. 'Kavach' system consists of RFID tags fitted on track in station section.,2.7259678840637207,December 2024 Monthly Current Affairs Magazine.pdf,44,"management etc. are key measure being take taken in this spirit. • Incorporate 'Green Budgeting' methodologies in financial allocations. o Green budgeting refers to the use of budgetary policy-making tools to better understand environmental impact of spending choices, and ensure public budgets are aligned with climate and environmental objectives. Conclusion Although Indian railways has made considerable progress, it must embrace a strategic approach to modernize infrastructure by adopting advanced technologies, enhancing sustainability, and boosting operational efficiency to meet present and future requirements and meet global standards. Amrit Bharat Station Scheme (2022) for development of railway stations and National Rail Plan (2020) to improve efficiency of freight transportation are"
63,Consider the following space missions: 1. Axiom-4 II. SpaDeX III. Gaganyaan. How many of the space missions given above encourage and support micro-gravity research?,1.798872470855713,December 2024 Monthly Current Affairs Magazine.pdf,111,"to take up high-technology space-related activities. • Also enables ISRO to focus on future space activities. 7.6.2. AXIOM MISSION 4 (AX-4) Indian astronauts who have been selected for the upcoming Axiom-4 mission to the International Space Station (ISS) have completed the initial phase of training. Axiom Mission 4 (Ax-4) • Ax-4 is the fourth private astronaut mission to the International Space Station. o It will launch to the orbiting laboratory on a Dragon spacecraft aboard a SpaceX Falcon 9 rocket. • Axiom Mission is jointly coordinated by the NASA and a private US company Axiom Space. o Ax-1 was the first all-private mission, launched in 2022. 7.6.3. DARK COMET NASA researchers have discovered more dark Comets, Oumuamua-like (a messenger from afar arriving first) objects. Dark Comets"
64,"With reference to India's defence, consider the following pairs: Aircraft type - Description: I. Dornier-228: Maritime patrol aircraft II. IL-76: Supersonic combat aircraft III. C-17 Globemaster III: Military transport aircraft",-0.46937739849090576,May 2024 Monthly Current Affairs Magazine.pdf,48,"ASW Defence Suites (IADS): Ministry of Defence (MoD) has concluded a contract with Mahindra Defence Systems Limited for procurement of 14 IADS. o IADS comes with an integrated capability for detecting enemy submarines and torpedoes at extended ranges as well as diverting incoming torpedoes fired by enemy submarines. • Maritime patrol and reconnaissance aircraft: India operates 12 Boeing P-8I (Poseidon), which it bought from US to sharpen ASW capabilities. • ASW helicopters: Indian Navy commissioned first squadron of newly inducted MH-60R Seahawk multi-role helicopters. Challenges to India’s submarine capabilities • China challenge: China is increasing its naval presence in the Indian Ocean and has a large fleet of 78 submarines to support its expansion. o China is also helping Pakistan"
65,Artificial way of causing rainfall to reduce air pollution makes use of,-0.13351485133171082,December 2024 Monthly Current Affairs Magazine.pdf,78,"Copenhagen’s Green Wave technology coordinates traffic lights for cyclists, to promote cycling. • Technological and Scientific Solutions o Technology Modifications: Adopt cleaner technologies such as fuel cell vehicles, ultra-low sulfur fuels, or alternative fuels like methanol (Brazil) and hydrogen fuel (Japan). o Artificial rain via cloud seeding: It involves dispersing materials such as silver iodide, into the clouds; which act as nuclei around which moisture can condense and fall as rain; helping settle pollutants and smog. • Waste Management: Use methods like bio-remediation (drying of waste) and biomining to process landfill waste. o For eg: Dhapa landfill of Kolkata has reduced landfill fires and improved air quality. • Integrated Policy Approaches o Airshed Management: Address"
66,Consider the following statements with regard to pardoning power of the President of India: 1. The exercise of this power by the President can be subjected to limited judicial review. II. The President can exercise this power without the advice of the Central Government.,2.016841411590576,March 2025 Monthly Current Affairs Magazine (1).pdf,12,"10 ©Vision IAS Pardoning Power • President's Pardoning Power (Article 72) o Pardon: Complete absolution from punishment. o Respite: Lesser punishment due to special circumstances like disability or pregnancy. o Reprieve: Temporary stay of execution, allowing time for appeal. o Remit: Reduces duration of sentence while keeping its nature the same. o Commute: Replace the punishment with a lesser form, e.g., death to life imprisonment. • President’s power extends to court-martial cases, offenses under Union law, death sentence cases etc. • Governor's Pardoning Power (Article 161): Governor too has pardoning powers, but these do not extend to death sentences and court Martials. • President & Governor do not act independently but on government advice (Maru Ram case, 1980). 1.3.4. SANSAD"
67,"Consider the following statements: 1. On the dissolution of the House of the People, the Speaker shall not vacate his/her office until immediately before the first meeting of the House of the People after the dissolution. II. According to the provisions of the Constitution of India, a Member of the House of the People on being elected as Speaker shall resign from his/her political party. III. The Speaker of the House of the People may be removed...",0.0007906295359134674,September 2024 Monthly Current Affairs Magazine.pdf,8,"appointed date shall come to an end on the expiry of the full term of the House of the People. • In case of a hung House, a noconfidence motion or defection, fresh elections to be conducted to constitute the new Lok Sabha or State Assembly for the unexpired term of the immediately preceding full term of the House. o It ensures continuity in cycle of Simultaneous Elections. • Relating to holding simultaneous elections to Municipalities and Panchayats with general elections. o Ratification by states required • Single electoral roll: To be prepared by the Election Commission of India in consultation with the State Election Commission(s) by amending Article 325. o As it includes amending State subjects (Local Government) in the 7th Schedule, Part IX, and Part IXA of the Constitution of India,"
68,"Consider the following statements: I. If any question arises as to whether a Member of the House of the People has become subject to disqualification under the 10th Schedule, the President's decision... shall be final. II. There is no mention of the word 'political party' in the Constitution of India.",-2.5118889808654785,April 2025 Monthly Current Affairs Magazine (1).pdf,16,"inaction by speakers on defection petitions. • The SC said Speaker could not use his indecision to defeat the worthy objective of the Tenth Schedule (antidefection law) of the Constitution. • Question of Law in front of Supreme Court: Can constitutional courts direct Speakers, acting as quasi-judicial tribunals, to decide anti-defection disqualification petitions within a specific timeframe? Supreme Courts Observations • Court’s Power Over Speaker’s Inaction: The SC stated that it is not “powerless” if Speaker remains “indecisive” on disqualification petitions. • Court’s Right to Set a Reasonable Timeframe: While courts cannot dictate the outcome of a disqualification petition, they can direct the Speaker to decide within a reasonable period. o E.g., Keisham Meghachandra Singh v. Speaker,"
69,"Consider the following statements: Statement I: In India, State Governments have no power for making rules for grant of concessions in respect of extraction of minor minerals... Statement II: In India, the Central Government has the power to notify minor minerals under the relevant law.",0.6909685134887695,February 2025 Monthly Current Affairs Magazine.pdf,36,"may declare to be a minor mineral. • Major minerals include all minerals other than minor minerals. E.g. Coal, Iron, Zinc, Limestone etc. • Framework for Governance: o Legal Framework for Mineral Regulation: The MMDR Act, 1957 is the primary law governing the mining sector, except for petroleum and natural gas. o The GoI has framed additional rules for mineral management:  Mineral Concession (MC) Rules, 1960: Regulates permits, licenses, and leases for all minerals except Atomic and Minor Minerals.  Mineral Conservation and Development (MCD) Rules, 1988: Ensures conservation and systematic development of minerals. o Role of State Governments in Mineral Regulation:  Section 15 of MMDR Act, 1957: Gives State Governments the power to make rules for minor minerals.  Section 23C of MMDR"
70,Which organization has enacted the Nature Restoration Law (NRL) to tackle climate change and biodiversity loss?,0.46000248193740845,August 2024 Monthly Current Affairs Magazine.pdf,89,"of the initial fundraising round ($1 billion), and when 10 contributing countries will commit as shareholders. 5.5.5. EU NATURE RESTORATION LAW Recently, the EU Nature Restoration Law came into force. About the Law • EU’s first continent-wide legislation for nature restoration. • Aim: Restore 20% of degraded ecosystems by 2030 and all by 2050. • Requires Member States to prepare National Restoration Plans by 1 September 2026."
